freq,dbfs,dbspl,rms,min_amp,max_amp,tag
575.72,-45,79.5,0.0015,-0.0055,0.0044,
1520.69,-51,77.56,0.0012,-0.0029,0.0021,
9884.48,-51,77.56,0.0012,-0.0029,0.0023,
230.29,-46,80.59,0.0017,-0.0049,0.004,
501.14,-48,79.5,0.0015,-0.004,0.0033,
115.14,-45,81.55,0.0019,-0.0043,0.0057,
1013.79,-48,80.06,0.0016,-0.0028,0.0038,
345.43,-45,81.55,0.0019,-0.0056,0.0046,
230.29,-45,80.59,0.0017,-0.0045,0.0054,
115.14,-44,82.42,0.0021,-0.006,0.0049,
506.9,-48,80.06,0.0016,-0.0039,0.0036,
690.86,-45,80.59,0.0017,-0.006,0.0042,
501.14,-50,79.5,0.0015,-0.0032,0.0026,
115.14,-47,80.59,0.0017,-0.0047,0.0043,
230.29,-44,82.0,0.002,-0.006,0.0047,
1002.27,-47,82.42,0.0021,-0.0044,0.0042,
230.29,-46,79.5,0.0015,-0.0036,0.0051,
115.14,-45,81.08,0.0018,-0.0053,0.0054,
1503.41,-48,80.59,0.0017,-0.0042,0.0033,
345.43,-47,80.06,0.0016,-0.0045,0.004,
1013.79,-46,79.5,0.0015,-0.0049,0.0028,
115.14,-47,81.08,0.0018,-0.0047,0.0047,
115.14,-45,82.0,0.002,-0.0051,0.0058,
115.14,-43,81.08,0.0018,-0.0047,0.0068,
230.29,-46,80.06,0.0016,-0.005,0.0038,
575.72,-37,85.81,0.0031,-0.0088,0.0136,
501.14,-41,88.02,0.004,-0.0085,0.0062,
460.57,-45,81.55,0.0019,-0.0059,0.0046,
115.14,-45,84.28,0.0026,-0.0059,0.0058,
1013.79,-46,80.59,0.0017,-0.0034,0.005,
1618.35,-47,81.55,0.0019,-0.0043,0.0044,
365.47,-46,80.59,0.0017,-0.0045,0.0051,
501.14,-50,80.06,0.0016,-0.0033,0.0031,
345.43,-47,80.59,0.0017,-0.0044,0.004,
310.56,-47,81.55,0.0019,-0.0045,0.0032,
268.9,-48,80.06,0.0016,-0.0042,0.004,
501.14,-50,79.5,0.0015,-0.0033,0.0032,
230.29,-45,82.0,0.002,-0.0054,0.0053,
506.9,-47,79.5,0.0015,-0.0045,0.0027,
115.14,-46,81.08,0.0018,-0.0051,0.0043,
501.14,-49,79.5,0.0015,-0.0034,0.0033,
149.49,-46,81.08,0.0018,-0.0052,0.0042,
345.43,-45,80.59,0.0017,-0.0059,0.0052,
506.9,-49,78.9,0.0014,-0.0034,0.0033,
230.29,-43,82.0,0.002,-0.0067,0.0036,
345.43,-47,81.55,0.0019,-0.0046,0.0045,
211.0,-45,81.08,0.0018,-0.003,0.0053,
673.28,-46,78.9,0.0014,-0.0033,0.0049,
230.29,-45,80.59,0.0017,-0.0057,0.0045,
115.14,-39,88.65,0.0043,-0.0095,0.0109,
230.29,-42,83.94,0.0025,-0.0061,0.0076,
501.14,-49,79.5,0.0015,-0.0028,0.0037,
182.23,-46,82.0,0.002,-0.0053,0.0053,
115.14,-43,84.28,0.0026,-0.0047,0.0071,
115.14,-46,80.59,0.0017,-0.005,0.004,
230.29,-45,81.55,0.0019,-0.0058,0.0039,
1520.69,-49,76.81,0.0011,-0.0025,0.0035,
159.78,-45,82.0,0.002,-0.0047,0.0054,
230.29,-46,80.59,0.0017,-0.0034,0.005,
501.14,-47,79.5,0.0015,-0.0025,0.0043,
115.14,-45,81.55,0.0019,-0.0056,0.0055,
142.72,-45,82.42,0.0021,-0.0046,0.0055,
115.14,-46,82.0,0.002,-0.0051,0.0045,
115.14,-45,82.0,0.002,-0.0052,0.0054,
690.86,-48,79.5,0.0015,-0.0039,0.0042,
344.53,-45,80.59,0.0017,-0.0028,0.0057,
115.14,-45,82.0,0.002,-0.0047,0.0058,
115.14,-46,81.08,0.0018,-0.0052,0.0045,
117.29,-44,83.94,0.0025,-0.0066,0.0065,
345.43,-46,81.08,0.0018,-0.0049,0.0046,
115.14,-45,83.21,0.0023,-0.0054,0.0054,
506.9,-48,80.06,0.0016,-0.0039,0.0032,
230.29,-47,79.5,0.0015,-0.004,0.0045,
115.14,-46,81.08,0.0018,-0.0042,0.0048,
115.14,-42,83.58,0.0024,-0.0077,0.0045,
115.14,-44,83.21,0.0023,-0.0061,0.0049,
506.9,-48,79.5,0.0015,-0.0041,0.0025,
115.14,-45,81.08,0.0018,-0.0051,0.0053,
506.9,-50,80.59,0.0017,-0.0033,0.0033,
115.14,-45,80.59,0.0017,-0.0058,0.0041,
345.43,-47,80.59,0.0017,-0.0041,0.0047,
345.43,-49,78.9,0.0014,-0.0035,0.0035,
14700.0,-51,80.59,0.0017,-0.0028,0.0018,
115.14,-45,82.0,0.002,-0.0045,0.0056,
115.14,-47,81.08,0.0018,-0.0046,0.0045,
115.14,-43,82.42,0.0021,-0.0054,0.0071,
460.57,-43,81.55,0.0019,-0.0067,0.0054,
460.57,-45,81.08,0.0018,-0.0054,0.0055,
115.14,-47,80.06,0.0016,-0.0047,0.0034,
115.14,-46,82.0,0.002,-0.0046,0.0051,
501.14,-47,81.55,0.0019,-0.0042,0.0044,
345.43,-43,82.0,0.002,-0.0072,0.0048,
230.29,-45,82.0,0.002,-0.0054,0.005,
506.9,-50,78.26,0.0013,-0.0029,0.0031,
230.29,-44,80.59,0.0017,-0.0065,0.0041,
115.14,-46,82.0,0.002,-0.004,0.0053,
832.08,-48,78.9,0.0014,-0.004,0.0036,
241.64,-47,81.08,0.0018,-0.004,0.0047,
230.29,-43,82.83,0.0022,-0.0067,0.0041,
1013.79,-49,79.5,0.0015,-0.0029,0.0034,
506.9,-49,78.9,0.0014,-0.0028,0.0035,
230.29,-45,83.21,0.0023,-0.0054,0.0049,
266.47,-44,82.83,0.0022,-0.0065,0.0055,
345.43,-45,81.55,0.0019,-0.0055,0.0052,
501.14,-48,78.26,0.0013,-0.0025,0.0039,
230.29,-47,80.06,0.0016,-0.0045,0.0044,
15206.9,-52,77.56,0.0012,-0.0024,0.0026,
2039.31,-48,78.9,0.0014,-0.0038,0.004,
295.97,-46,81.55,0.0019,-0.0049,0.0052,
115.14,-44,83.21,0.0023,-0.006,0.0057,
115.14,-44,81.08,0.0018,-0.0061,0.0043,
501.14,-48,79.5,0.0015,-0.0041,0.0031,
115.14,-45,80.59,0.0017,-0.0041,0.0054,
214.08,-44,83.94,0.0025,-0.0056,0.0064,
167.05,-44,81.55,0.0019,-0.0041,0.0061,
115.14,-45,82.0,0.002,-0.0056,0.0056,
230.29,-46,80.59,0.0017,-0.005,0.0049,
115.14,-47,79.5,0.0015,-0.0043,0.0046,
184.52,-45,81.08,0.0018,-0.0041,0.0059,
190.91,-46,81.08,0.0018,-0.0052,0.0045,
345.43,-46,81.08,0.0018,-0.0051,0.0048,
460.57,-45,80.06,0.0016,-0.0051,0.0056,
2505.68,-52,77.56,0.0012,-0.0023,0.0026,
230.29,-46,81.55,0.0019,-0.0053,0.0046,
161.54,-45,80.06,0.0016,-0.0045,0.0053,
222.73,-45,82.42,0.0021,-0.0056,0.0042,
345.43,-42,81.08,0.0018,-0.008,0.004,
230.29,-43,83.94,0.0025,-0.0069,0.0048,
506.9,-44,82.0,0.002,-0.0027,0.0066,
345.43,-44,80.06,0.0016,-0.0037,0.0061,
288.24,-45,81.55,0.0019,-0.0055,0.0052,
268.9,-45,80.59,0.0017,-0.0044,0.0056,
501.14,-54,76.81,0.0011,-0.002,0.002,
115.14,-45,82.0,0.002,-0.0049,0.0055,
506.9,-51,77.56,0.0012,-0.0029,0.0021,
389.12,-45,81.55,0.0019,-0.0048,0.0059,
336.64,-48,79.5,0.0015,-0.0035,0.0038,
115.14,-45,81.08,0.0018,-0.0054,0.0045,
1013.79,-48,82.0,0.002,-0.0041,0.0035,
115.14,-46,80.06,0.0016,-0.0042,0.0052,
501.14,-46,81.08,0.0018,-0.0037,0.0048,
115.14,-43,82.42,0.0021,-0.0067,0.0051,
118.23,-46,81.08,0.0018,-0.004,0.0047,
115.14,-46,81.08,0.0018,-0.0049,0.0038,
115.14,-46,81.08,0.0018,-0.0048,0.005,
345.43,-45,82.0,0.002,-0.0054,0.0046,
115.14,-44,81.55,0.0019,-0.0064,0.0041,
230.29,-46,79.5,0.0015,-0.0049,0.0045,
115.14,-44,81.08,0.0018,-0.006,0.0048,
115.14,-45,81.08,0.0018,-0.0057,0.0053,
345.43,-44,81.08,0.0018,-0.0038,0.0063,
115.14,-44,82.0,0.002,-0.0066,0.0061,
115.14,-46,81.55,0.0019,-0.0049,0.0041,
501.14,-47,79.5,0.0015,-0.0036,0.0045,
115.14,-45,80.06,0.0016,-0.0041,0.0058,
460.57,-47,80.59,0.0017,-0.0044,0.0047,
230.29,-48,79.5,0.0015,-0.0034,0.0041,
115.14,-45,81.08,0.0018,-0.004,0.0054,
460.57,-44,81.08,0.0018,-0.0064,0.0039,
230.29,-46,81.55,0.0019,-0.0049,0.0051,
345.43,-45,82.0,0.002,-0.0048,0.0054,
506.9,-46,82.0,0.002,-0.0045,0.0049,
115.14,-43,83.58,0.0024,-0.0073,0.0046,
345.43,-45,81.08,0.0018,-0.0049,0.0059,
115.14,-42,82.83,0.0022,-0.0054,0.008,
115.14,-44,84.92,0.0028,-0.0064,0.0063,
115.14,-43,84.28,0.0026,-0.0057,0.0069,
1503.41,-50,77.56,0.0012,-0.0029,0.0032,
115.14,-43,83.21,0.0023,-0.0042,0.0067,
324.26,-45,82.0,0.002,-0.0031,0.0057,
132.04,-44,81.55,0.0019,-0.0054,0.006,
115.14,-44,84.61,0.0027,-0.0064,0.0057,
115.14,-45,82.0,0.002,-0.005,0.0054,
146.51,-46,80.59,0.0017,-0.0038,0.0049,
345.43,-44,80.59,0.0017,-0.0046,0.0066,
506.9,-46,80.59,0.0017,-0.0048,0.0018,
230.29,-46,82.42,0.0021,-0.0049,0.0052,
230.29,-45,82.0,0.002,-0.0059,0.0055,
217.24,-48,80.06,0.0016,-0.0038,0.0042,
165.17,-48,80.06,0.0016,-0.003,0.0042,
345.43,-47,78.9,0.0014,-0.0036,0.0043,
230.29,-45,82.0,0.002,-0.0057,0.0046,
1013.79,-49,78.9,0.0014,-0.0034,0.0032,
186.08,-46,81.55,0.0019,-0.0049,0.0043,
376.92,-45,82.83,0.0022,-0.0059,0.0055,
115.14,-44,82.0,0.002,-0.0063,0.0053,
230.29,-44,82.42,0.0021,-0.0065,0.0061,
163.33,-45,80.59,0.0017,-0.0049,0.0054,
220.5,-46,82.42,0.0021,-0.0049,0.0044,
345.43,-44,82.42,0.0021,-0.0056,0.0066,
1503.41,-51,77.56,0.0012,-0.0027,0.0026,
115.14,-43,82.83,0.0022,-0.0073,0.0045,
230.29,-45,82.42,0.0021,-0.0051,0.0053,
145.54,-45,82.42,0.0021,-0.0059,0.005,
2534.48,-48,80.59,0.0017,-0.0037,0.0038,
345.43,-45,81.55,0.0019,-0.0053,0.0057,
130.86,-46,80.59,0.0017,-0.005,0.0047,
345.43,-44,82.0,0.002,-0.0057,0.0065,
506.9,-47,78.9,0.0014,-0.0044,0.0037,
115.14,-45,81.55,0.0019,-0.0055,0.0058,
115.14,-46,82.0,0.002,-0.0048,0.0049,
1503.41,-45,81.08,0.0018,-0.0054,0.004,
238.38,-43,82.83,0.0022,-0.0068,0.0049,
115.14,-45,80.59,0.0017,-0.0045,0.0055,
6013.64,-45,82.0,0.002,-0.0054,0.0052,
115.14,-43,83.58,0.0024,-0.007,0.0073,
506.9,-46,82.42,0.0021,-0.0047,0.0048,
921.15,-45,81.55,0.0019,-0.0056,0.0055,
345.43,-46,80.59,0.0017,-0.0049,0.0048,
4200.0,-49,81.08,0.0018,-0.0018,0.0034,
115.14,-44,83.21,0.0023,-0.006,0.006,
1520.69,-46,81.55,0.0019,-0.005,0.0037,
345.43,-44,81.55,0.0019,-0.006,0.0057,
115.14,-44,82.0,0.002,-0.0052,0.0063,
345.43,-44,82.0,0.002,-0.0061,0.0054,
1503.41,-47,81.08,0.0018,-0.0037,0.0047,
115.14,-44,83.58,0.0024,-0.0067,0.0055,
506.9,-44,83.94,0.0025,-0.0051,0.0062,
345.43,-43,83.21,0.0023,-0.0061,0.0067,
3507.95,-48,78.26,0.0013,-0.0038,0.0032,
230.29,-44,82.42,0.0021,-0.0055,0.0063,
115.14,-44,81.55,0.0019,-0.0061,0.0051,
115.14,-45,81.08,0.0018,-0.0059,0.0054,
501.14,-45,82.0,0.002,-0.0055,0.005,
115.14,-41,84.28,0.0026,-0.0093,0.0075,
1013.79,-45,82.83,0.0022,-0.0046,0.0055,
115.14,-44,82.0,0.002,-0.006,0.0053,
4009.09,-49,82.0,0.002,-0.0036,0.0035,
345.43,-45,81.55,0.0019,-0.0051,0.0058,
506.9,-45,82.0,0.002,-0.0054,0.0041,
2004.55,-48,78.9,0.0014,-0.0038,0.0039,
1974.63,-48,81.08,0.0018,-0.0033,0.0042,
230.29,-44,81.55,0.0019,-0.005,0.0061,
345.43,-45,81.08,0.0018,-0.0047,0.0058,
690.86,-44,81.55,0.0019,-0.0057,0.0065,
357.57,-44,82.42,0.0021,-0.0051,0.0067,
575.72,-45,81.55,0.0019,-0.0057,0.0052,
230.29,-44,82.83,0.0022,-0.0062,0.0052,
329.1,-48,80.59,0.0017,-0.0038,0.0034,
115.14,-44,82.83,0.0022,-0.0064,0.0064,
345.43,-44,81.55,0.0019,-0.0064,0.0048,
501.14,-47,81.08,0.0018,-0.0044,0.0046,
115.14,-43,83.58,0.0024,-0.0062,0.0071,
506.9,-46,82.42,0.0021,-0.0051,0.0033,
291.09,-45,81.08,0.0018,-0.0047,0.0055,
115.14,-44,81.55,0.0019,-0.0065,0.0062,
501.14,-46,81.08,0.0018,-0.0041,0.0052,
115.14,-41,83.58,0.0024,-0.0086,0.0059,
506.9,-47,80.06,0.0016,-0.0043,0.0043,
806.01,-43,83.21,0.0023,-0.0069,0.0065,
501.14,-47,81.55,0.0019,-0.0042,0.0037,
441.0,-43,82.42,0.0021,-0.0067,0.0048,
163.33,-45,82.42,0.0021,-0.0058,0.0059,
230.29,-43,83.21,0.0023,-0.0067,0.006,
230.29,-45,82.0,0.002,-0.005,0.0055,
230.29,-44,82.0,0.002,-0.0049,0.0063,
188.46,-45,82.83,0.0022,-0.0058,0.0052,
372.15,-45,80.59,0.0017,-0.0053,0.0044,
230.29,-46,81.08,0.0018,-0.0049,0.0046,
1520.69,-48,79.5,0.0015,-0.0024,0.0039,
230.29,-46,81.08,0.0018,-0.0051,0.0047,
115.14,-45,81.55,0.0019,-0.0057,0.005,
501.14,-48,80.59,0.0017,-0.0038,0.0037,
217.24,-47,81.08,0.0018,-0.0045,0.004,
115.14,-45,81.55,0.0019,-0.0048,0.0056,
501.14,-50,79.5,0.0015,-0.0032,0.0028,
115.14,-44,82.42,0.0021,-0.0061,0.005,
460.57,-45,80.06,0.0016,-0.0055,0.004,
345.43,-43,82.0,0.002,-0.0067,0.0057,
230.29,-46,80.59,0.0017,-0.0042,0.0053,
501.14,-43,84.92,0.0028,-0.0036,0.0068,
345.43,-43,81.55,0.0019,-0.0071,0.0052,
660.18,-45,81.55,0.0019,-0.0051,0.0056,
501.14,-49,80.06,0.0016,-0.0037,0.0033,
345.43,-45,81.55,0.0019,-0.0056,0.0042,
1013.79,-47,81.08,0.0018,-0.0044,0.0028,
115.14,-43,80.06,0.0016,-0.0067,0.005,
120.16,-45,79.5,0.0015,-0.0048,0.0059,
115.14,-45,81.55,0.0019,-0.0054,0.0044,
506.9,-49,80.06,0.0016,-0.0035,0.0028,
921.15,-48,79.5,0.0015,-0.004,0.0041,
501.14,-45,82.0,0.002,-0.0056,0.0032,
115.14,-45,81.08,0.0018,-0.0047,0.0056,
115.14,-43,83.21,0.0023,-0.0068,0.0056,
230.29,-45,81.55,0.0019,-0.0042,0.0054,
230.29,-47,80.06,0.0016,-0.0047,0.0047,
230.29,-45,82.42,0.0021,-0.0055,0.0054,
115.14,-46,80.59,0.0017,-0.0048,0.0047,
115.14,-45,81.08,0.0018,-0.0041,0.0054,
518.82,-49,79.5,0.0015,-0.0029,0.0035,
14700.0,-67,65.52,0.0003,-0.0004,0.0001,
230.29,-46,80.59,0.0017,-0.0047,0.0053,
230.29,-46,81.55,0.0019,-0.0043,0.005,
230.29,-45,80.59,0.0017,-0.0039,0.0057,
345.43,-43,82.0,0.002,-0.0069,0.0041,
506.9,-44,83.58,0.0024,-0.006,0.005,
345.43,-44,81.08,0.0018,-0.0044,0.0062,
345.43,-46,81.08,0.0018,-0.0051,0.0048,
501.14,-49,80.06,0.0016,-0.0036,0.003,
115.14,-44,82.42,0.0021,-0.0044,0.0064,
689.06,-49,80.06,0.0016,-0.003,0.0035,
460.57,-44,81.08,0.0018,-0.006,0.0048,
7669.57,-51,77.56,0.0012,-0.0027,0.0012,
230.29,-44,82.83,0.0022,-0.0053,0.006,
115.14,-43,83.58,0.0024,-0.0074,0.0052,
1013.79,-49,78.9,0.0014,-0.0029,0.0037,
345.43,-44,82.42,0.0021,-0.0058,0.006,
236.46,-45,81.55,0.0019,-0.0054,0.0053,
115.14,-45,83.21,0.0023,-0.0056,0.0049,
115.14,-45,82.0,0.002,-0.005,0.0055,
129.71,-44,80.06,0.0016,-0.0056,0.0062,
115.14,-46,80.06,0.0016,-0.0048,0.0041,
1013.79,-48,80.59,0.0017,-0.0038,0.0034,
115.14,-45,82.0,0.002,-0.0054,0.0054,
506.9,-49,78.9,0.0014,-0.0037,0.0031,
115.14,-47,78.9,0.0014,-0.004,0.0043,
268.9,-47,80.59,0.0017,-0.0038,0.0045,
144.12,-45,81.55,0.0019,-0.0055,0.0047,
115.14,-45,81.55,0.0019,-0.0053,0.0041,
115.14,-46,80.59,0.0017,-0.0041,0.0049,
222.73,-45,82.0,0.002,-0.0053,0.0045,
161.54,-48,80.59,0.0017,-0.004,0.0042,
460.57,-46,80.59,0.0017,-0.0048,0.0037,
506.9,-50,78.26,0.0013,-0.0024,0.0033,
501.14,-45,82.83,0.0022,-0.0057,0.003,
115.14,-43,83.58,0.0024,-0.0074,0.0052,
190.91,-46,80.59,0.0017,-0.0051,0.0043,
115.14,-45,81.08,0.0018,-0.0052,0.0057,
2004.55,-49,78.9,0.0014,-0.0036,0.0033,
575.72,-45,82.0,0.002,-0.0055,0.0055,
506.9,-51,78.26,0.0013,-0.0028,0.0029,
115.14,-46,81.08,0.0018,-0.0048,0.0044,
1002.27,-49,78.26,0.0013,-0.0032,0.0037,
167.05,-44,83.58,0.0024,-0.0042,0.0063,
428.16,-45,80.06,0.0016,-0.0058,0.0034,
115.14,-44,81.08,0.0018,-0.005,0.0061,
12672.41,-51,76.81,0.0011,-0.003,0.0022,
115.14,-45,81.55,0.0019,-0.0049,0.0058,
501.14,-46,82.0,0.002,-0.0041,0.005,
115.14,-45,80.06,0.0016,-0.0035,0.0053,
147.99,-45,81.08,0.0018,-0.0059,0.0054,
115.14,-45,82.83,0.0022,-0.0055,0.0052,
1013.79,-47,81.08,0.0018,-0.0046,0.0038,
115.14,-44,81.55,0.0019,-0.0061,0.0043,
506.9,-48,79.5,0.0015,-0.0029,0.0038,
115.14,-47,79.5,0.0015,-0.0037,0.0046,
501.14,-46,81.08,0.0018,-0.0033,0.0053,
133.23,-44,82.83,0.0022,-0.0065,0.0051,
317.27,-49,78.9,0.0014,-0.0036,0.0032,
115.14,-44,81.08,0.0018,-0.0041,0.0061,
1002.27,-47,80.59,0.0017,-0.0043,0.0032,
115.14,-44,81.55,0.0019,-0.0045,0.0065,
120.82,-45,80.06,0.0016,-0.0051,0.0054,
115.14,-45,82.42,0.0021,-0.0057,0.0045,
1002.27,-46,81.08,0.0018,-0.003,0.0052,
115.14,-45,81.55,0.0019,-0.0058,0.0051,
506.9,-45,81.08,0.0018,-0.0044,0.0058,
460.57,-47,79.5,0.0015,-0.0041,0.0043,
2940.0,-52,77.56,0.0012,-0.0023,0.0025,
612.5,-50,78.26,0.0013,-0.0028,0.0033,
501.14,-50,78.26,0.0013,-0.0027,0.0031,
506.9,-49,81.55,0.0019,-0.0036,0.0036,
115.14,-45,81.08,0.0018,-0.0053,0.0051,
115.14,-45,81.55,0.0019,-0.0054,0.0052,
7350.0,-51,77.56,0.0012,-0.0021,0.0027,
1130.77,-48,80.06,0.0016,-0.003,0.004,
230.29,-45,80.59,0.0017,-0.004,0.0055,
506.9,-45,83.58,0.0024,-0.0041,0.0055,
501.14,-44,81.08,0.0018,-0.0033,0.0062,
115.14,-45,82.42,0.0021,-0.0057,0.0045,
1013.79,-49,79.5,0.0015,-0.0035,0.0031,
115.14,-47,81.08,0.0018,-0.0047,0.0045,
7350.0,-50,79.5,0.0015,-0.0009,0.0032,
345.43,-46,80.06,0.0016,-0.0051,0.0041,
2027.59,-46,79.5,0.0015,-0.0051,0.0028,
115.14,-45,81.55,0.0019,-0.0054,0.0049,
506.9,-49,78.9,0.0014,-0.0036,0.0027,
115.14,-45,82.0,0.002,-0.006,0.0055,
501.14,-48,82.83,0.0022,-0.004,0.0039,
115.14,-44,81.55,0.0019,-0.0061,0.0046,
1575.0,-48,81.08,0.0018,-0.0041,0.0024,
115.14,-44,80.59,0.0017,-0.0061,0.0038,
230.29,-45,82.0,0.002,-0.0047,0.0057,
115.14,-46,82.0,0.002,-0.0052,0.0045,
506.9,-49,78.9,0.0014,-0.0026,0.0036,
115.14,-46,81.55,0.0019,-0.0053,0.0048,
722.95,-46,81.55,0.0019,-0.0048,0.0032,
115.14,-45,82.0,0.002,-0.0051,0.0058,
1696.15,-50,78.26,0.0013,-0.0032,0.0022,
115.14,-44,81.55,0.0019,-0.0066,0.0052,
234.57,-44,81.08,0.0018,-0.0051,0.0065,
115.14,-45,81.55,0.0019,-0.0054,0.005,
115.14,-48,80.06,0.0016,-0.0034,0.004,
115.14,-45,81.08,0.0018,-0.0054,0.0053,
128.95,-46,82.0,0.002,-0.0052,0.0042,
230.29,-46,82.0,0.002,-0.0052,0.0047,
115.14,-44,83.21,0.0023,-0.0049,0.0066,
506.9,-48,80.59,0.0017,-0.0039,0.0032,
230.29,-46,81.55,0.0019,-0.0047,0.0048,
501.14,-48,78.9,0.0014,-0.0041,0.0036,
273.91,-44,84.61,0.0027,-0.0063,0.0062,
142.72,-47,80.59,0.0017,-0.0045,0.004,
115.14,-45,80.06,0.0016,-0.0053,0.004,
506.9,-48,79.5,0.0015,-0.0032,0.004,
115.14,-44,82.42,0.0021,-0.0061,0.0047,
230.29,-45,83.21,0.0023,-0.0043,0.0056,
230.29,-44,81.55,0.0019,-0.0067,0.0046,
230.29,-42,80.59,0.0017,-0.004,0.0077,
115.14,-44,82.0,0.002,-0.0063,0.0044,
193.42,-47,81.08,0.0018,-0.0042,0.0042,
182.23,-47,80.59,0.0017,-0.0042,0.0043,
115.14,-45,81.55,0.0019,-0.0054,0.0047,
115.14,-45,81.08,0.0018,-0.0054,0.0048,
575.72,-45,81.08,0.0018,-0.0056,0.0042,
168.32,-42,82.42,0.0021,-0.0035,0.0081,
115.14,-46,79.5,0.0015,-0.0049,0.0035,
506.9,-48,80.06,0.0016,-0.0042,0.0031,
115.14,-46,79.5,0.0015,-0.0049,0.0053,
298.98,-46,81.08,0.0018,-0.0047,0.0039,
504.0,-48,78.9,0.0014,-0.0033,0.0039,
115.14,-46,80.59,0.0017,-0.0053,0.0053,
345.43,-47,79.5,0.0015,-0.0036,0.0045,
134.45,-46,81.08,0.0018,-0.005,0.0044,
345.43,-45,81.55,0.0019,-0.0053,0.0054,
506.9,-48,81.08,0.0018,-0.0038,0.0039,
575.72,-45,80.06,0.0016,-0.0057,0.0035,
1002.27,-47,80.06,0.0016,-0.0036,0.0045,
230.29,-46,81.08,0.0018,-0.0044,0.005,
365.47,-47,78.9,0.0014,-0.0038,0.0045,
404.59,-47,80.06,0.0016,-0.0044,0.0031,
230.29,-45,82.0,0.002,-0.0058,0.0046,
506.9,-45,82.0,0.002,-0.0054,0.004,
230.29,-42,81.08,0.0018,-0.0076,0.0047,
115.14,-46,81.08,0.0018,-0.0052,0.0052,
501.14,-49,80.06,0.0016,-0.0026,0.0036,
3675.0,-49,78.9,0.0014,-0.0037,0.0014,
588.0,-45,81.55,0.0019,-0.0057,0.0045,
115.14,-45,81.55,0.0019,-0.0051,0.0053,
501.14,-48,81.55,0.0019,-0.0033,0.0039,
230.29,-46,82.83,0.0022,-0.0052,0.0053,
506.9,-48,81.08,0.0018,-0.0038,0.0028,
230.29,-46,81.08,0.0018,-0.0048,0.0052,
115.14,-44,83.94,0.0025,-0.0064,0.006,
230.29,-44,82.42,0.0021,-0.0061,0.0049,
345.43,-46,80.59,0.0017,-0.0046,0.0053,
558.23,-49,78.9,0.0014,-0.0036,0.0025,
501.14,-48,80.59,0.0017,-0.0041,0.0038,
115.14,-43,83.94,0.0025,-0.0058,0.0069,
506.9,-49,78.9,0.0014,-0.0036,0.003,
115.14,-45,81.08,0.0018,-0.0053,0.0051,
1002.27,-47,79.5,0.0015,-0.0043,0.0024,
115.14,-45,81.08,0.0018,-0.0057,0.0055,
460.57,-47,81.08,0.0018,-0.0046,0.0047,
1002.27,-46,81.08,0.0018,-0.003,0.0052,
506.9,-48,80.06,0.0016,-0.0029,0.004,
115.14,-44,80.59,0.0017,-0.0065,0.0041,
230.29,-45,81.55,0.0019,-0.0049,0.0059,
1520.69,-51,76.81,0.0011,-0.0017,0.0029,
1013.79,-47,79.5,0.0015,-0.0045,0.0038,
345.43,-47,80.59,0.0017,-0.0046,0.0041,
460.57,-47,80.59,0.0017,-0.0039,0.0045,
116.36,-45,83.21,0.0023,-0.0059,0.0055,
115.14,-46,81.08,0.0018,-0.0049,0.004,
575.72,-46,81.08,0.0018,-0.0049,0.0046,
115.14,-44,81.55,0.0019,-0.0032,0.0063,
115.14,-45,81.55,0.0019,-0.0054,0.0043,
115.14,-45,81.08,0.0018,-0.0051,0.0059,
424.04,-46,80.59,0.0017,-0.0038,0.0049,
115.14,-47,81.08,0.0018,-0.004,0.0046,
115.14,-46,82.42,0.0021,-0.0052,0.0051,
1586.33,-49,78.26,0.0013,-0.0037,0.0036,
115.14,-45,82.0,0.002,-0.0059,0.0043,
2004.55,-47,78.9,0.0014,-0.0032,0.0044,
230.29,-44,80.59,0.0017,-0.0061,0.0052,
506.9,-50,78.9,0.0014,-0.0032,0.0028,
115.14,-45,81.08,0.0018,-0.0054,0.0043,
392.0,-45,81.08,0.0018,-0.0046,0.0058,"music, G4"
540.0,-45,82.0,0.002,-0.0056,0.0048,
345.43,-45,82.0,0.002,-0.0053,0.0058,
506.9,-47,80.06,0.0016,-0.0046,0.003,
115.14,-47,80.06,0.0016,-0.0041,0.0044,
4510.23,-53,76.81,0.0011,-0.0024,0.0024,
115.14,-46,79.5,0.0015,-0.0053,0.0043,
510.81,-45,82.42,0.0021,-0.0039,0.0055,
1040.09,-48,78.9,0.0014,-0.0036,0.0038,
506.9,-47,80.59,0.0017,-0.0034,0.0043,
115.14,-44,82.42,0.0021,-0.0061,0.005,
460.57,-47,79.5,0.0015,-0.0042,0.0047,
501.14,-45,82.42,0.0021,-0.0033,0.0056,
151.03,-44,83.21,0.0023,-0.0052,0.0062,
115.14,-44,81.08,0.0018,-0.0064,0.0042,
230.29,-45,80.59,0.0017,-0.0041,0.0059,
1520.69,-48,80.06,0.0016,-0.003,0.0041,
230.29,-46,80.59,0.0017,-0.0048,0.0048,
2534.48,-47,80.06,0.0016,-0.0042,0.0033,
135.28,-46,83.21,0.0023,-0.0052,0.0049,
304.14,-47,80.06,0.0016,-0.0046,0.0046,
115.14,-44,82.42,0.0021,-0.005,0.0062,
506.9,-49,80.06,0.0016,-0.0026,0.0037,
115.14,-44,83.21,0.0023,-0.0065,0.0053,
501.14,-49,78.9,0.0014,-0.0028,0.0037,
115.14,-47,80.06,0.0016,-0.0036,0.0047,
