freq,dbfs,dbspl,rms,min_amp,max_amp,tag
5987.47,-30,94.36,0.0083,-0.0304,0.0232,
4055.17,-34,95.16,0.0091,-0.0203,0.0178,
4720.89,-29,97.34,0.0117,-0.0343,0.0343,
3507.95,-26,101.08,0.018,-0.0477,0.0296,
4767.57,-25,103.29,0.0232,-0.0449,0.0595,
2825.35,-22,102.21,0.0205,-0.0658,0.0805,
4375.46,-22,103.44,0.0236,-0.0646,0.0756,
2534.48,-26,102.83,0.022,-0.0521,0.0397,
3569.45,-25,101.69,0.0193,-0.0531,0.058,
5011.36,-32,97.04,0.0113,-0.0193,0.0255,
5181.46,-27,98.9,0.014,-0.0422,0.0369,
4562.07,-34,95.16,0.0091,-0.0189,0.0196,
3041.38,-30,96.89,0.0111,-0.0257,0.032,
3111.35,-29,95.62,0.0096,-0.0364,0.0329,
4836.03,-31,95.89,0.0099,-0.0296,0.0272,
5068.97,-32,95.8,0.0098,-0.0188,0.0265,
4836.03,-32,94.57,0.0085,-0.0254,0.0226,
4562.07,-33,95.44,0.0094,-0.0229,0.0195,
3108.88,-31,94.87,0.0088,-0.0271,0.018,
2505.68,-35,93.25,0.0073,-0.017,0.0141,
2973.03,-32,94.26,0.0082,-0.0186,0.026,
3624.66,-33,93.48,0.0075,-0.0178,0.0218,
5066.32,-34,93.0,0.0071,-0.0203,0.0173,
4510.23,-29,97.12,0.0114,-0.0347,0.0302,
3224.02,-30,96.4,0.0105,-0.0331,0.0271,
4055.17,-30,99.44,0.0149,-0.0327,0.0272,
4030.03,-28,97.56,0.012,-0.0318,0.0376,
4055.17,-32,95.16,0.0091,-0.0259,0.0196,
4160.38,-34,94.15,0.0081,-0.0196,0.0186,
4256.76,-33,93.25,0.0073,-0.0158,0.0222,
4145.17,-30,94.77,0.0087,-0.024,0.0312,
4562.07,-35,92.5,0.0067,-0.0163,0.0181,
3224.02,-34,92.24,0.0065,-0.0185,0.0191,
4009.09,-39,88.65,0.0043,-0.0107,0.0073,
3914.88,-37,88.24,0.0041,-0.0143,0.0112,
4562.07,-38,90.13,0.0051,-0.013,0.0127,
3240.0,-37,90.3,0.0052,-0.0128,0.0134,
4508.0,-39,88.24,0.0041,-0.0108,0.0092,
115.14,-38,87.34,0.0037,-0.0117,0.0122,
3006.82,-42,86.08,0.0032,-0.0082,0.0064,
5642.04,-25,93.0,0.0071,-0.0574,0.0326,
4562.07,-24,103.66,0.0242,-0.0488,0.0621,
4605.74,-24,103.62,0.0241,-0.0629,0.0664,
4009.09,-21,104.18,0.0257,-0.0906,0.0458,
4600.36,-19,106.14,0.0322,-0.1106,0.0889,
4593.75,-19,107.08,0.0359,-0.1072,0.0774,
4605.74,-19,107.13,0.0361,-0.0835,0.109,
4055.17,-23,105.17,0.0288,-0.0541,0.0696,
4030.03,-21,104.54,0.0268,-0.0845,0.0769,
2004.55,-25,102.63,0.0215,-0.0453,0.0584,
4145.17,-25,102.21,0.0205,-0.0583,0.0531,
4055.17,-25,104.21,0.0258,-0.0492,0.057,
4099.04,-24,102.21,0.0205,-0.062,0.0579,
3883.02,-29,96.49,0.0106,-0.0348,0.0314,
4490.6,-29,98.84,0.0139,-0.033,0.0347,
4055.17,-32,98.32,0.0131,-0.0238,0.0262,
4490.6,-31,96.89,0.0111,-0.0285,0.0241,
5068.97,-33,94.97,0.0089,-0.0191,0.0223,
4836.03,-32,95.26,0.0092,-0.0238,0.0263,
4090.43,-33,93.0,0.0071,-0.0215,0.0185,
3528.0,-36,91.83,0.0062,-0.0158,0.0133,
1036.29,-36,91.54,0.006,-0.0163,0.0139,
4510.23,-37,90.79,0.0055,-0.0112,0.0141,
3684.6,-35,91.69,0.0061,-0.0174,0.0166,
4562.07,-33,93.71,0.0077,-0.0216,0.014,
4145.17,-33,93.48,0.0075,-0.0235,0.0224,
3548.28,-32,93.82,0.0078,-0.0246,0.0104,
3025.33,-31,95.26,0.0092,-0.0235,0.0283,
2396.74,-35,94.04,0.008,-0.0161,0.0187,
1612.01,-32,96.07,0.0101,-0.0253,0.0248,
2534.48,-31,96.49,0.0106,-0.0292,0.0195,
4375.46,-31,95.53,0.0095,-0.0278,0.0241,
4009.09,-35,92.1,0.0064,-0.0174,0.0113,
3799.74,-33,92.1,0.0064,-0.0217,0.0158,
3041.38,-37,89.96,0.005,-0.0134,0.0128,
4375.46,-35,90.94,0.0056,-0.0155,0.0168,
3041.38,-37,91.69,0.0061,-0.0138,0.0089,
4562.07,-41,86.86,0.0035,-0.0085,0.0064,
4605.74,-37,90.46,0.0053,-0.0139,0.0125,
4009.09,-37,89.23,0.0046,-0.0098,0.0141,
4375.46,-37,88.44,0.0042,-0.0116,0.0138,
115.14,-39,87.58,0.0038,-0.0119,0.0115,
4510.23,-41,88.02,0.004,-0.008,0.0089,
4267.74,-42,87.34,0.0037,-0.0066,0.0079,
3528.0,-42,86.35,0.0033,-0.0077,0.0032,
4145.17,-31,91.54,0.006,-0.0276,0.0234,
5068.97,-28,100.17,0.0162,-0.0369,0.04,
3339.16,-31,95.62,0.0096,-0.0284,0.0236,
3006.82,-30,96.96,0.0112,-0.0305,0.0227,
4720.89,-25,98.65,0.0136,-0.0557,0.0478,
5068.97,-27,100.06,0.016,-0.0444,0.0339,
3339.16,-27,97.34,0.0117,-0.0446,0.0366,
4009.09,-28,100.12,0.0161,-0.0327,0.0414,
5512.5,-41,91.54,0.006,-0.0091,0.0065,
4030.03,-31,96.07,0.0101,-0.0271,0.0243,
3349.37,-32,95.53,0.0095,-0.0248,0.019,
3224.02,-32,94.26,0.0082,-0.0244,0.0213,
3548.28,-31,94.57,0.0085,-0.0268,0.0176,
4145.17,-34,92.63,0.0068,-0.0165,0.0205,
5526.89,-36,90.79,0.0055,-0.014,0.0157,
4055.17,-38,90.94,0.0056,-0.0113,0.012,
3150.0,-36,92.24,0.0065,-0.016,0.0155,
4145.17,-37,90.13,0.0051,-0.0147,0.0121,
1917.39,-39,88.24,0.0041,-0.0042,0.0115,
5411.75,-38,88.24,0.0041,-0.0102,0.0121,
3548.28,-41,88.85,0.0044,-0.0081,0.0094,
4720.89,-39,86.86,0.0035,-0.0118,0.0088,
3799.74,-39,86.08,0.0032,-0.0115,0.009,
4510.23,-26,99.79,0.0155,-0.0429,0.0488,
3528.0,-27,101.6,0.0191,-0.0443,0.0412,
3684.6,-28,97.85,0.0124,-0.0368,0.0396,
4375.46,-26,99.27,0.0146,-0.0398,0.0483,
4510.23,-28,98.96,0.0141,-0.0337,0.0388,
4375.46,-29,97.49,0.0119,-0.0369,0.0366,
6082.76,-31,96.07,0.0101,-0.0294,0.0219,
4951.17,-31,95.44,0.0094,-0.0258,0.0289,
4562.07,-28,98.12,0.0128,-0.0389,0.0244,
2832.11,-33,95.06,0.009,-0.0183,0.0233,
4385.64,-34,92.76,0.0069,-0.0186,0.0211,
115.14,-35,92.5,0.0067,-0.0161,0.0175,
4055.17,-40,87.8,0.0039,-0.0097,0.0082,
4605.74,-36,90.46,0.0053,-0.0145,0.0157,
115.14,-36,88.44,0.0042,-0.0107,0.0152,
4562.07,-39,89.96,0.005,-0.0114,0.0098,
4705.79,-38,88.24,0.0041,-0.0126,0.0099,
4375.46,-36,87.11,0.0036,-0.0153,0.0095,
5011.36,-41,85.81,0.0031,-0.0067,0.0094,
5181.46,-30,95.53,0.0095,-0.0265,0.0308,
5068.97,-37,92.24,0.0065,-0.0146,0.0134,
4605.74,-30,96.15,0.0102,-0.0332,0.0286,
4510.23,-33,95.06,0.009,-0.0153,0.0231,
4284.0,-34,93.36,0.0074,-0.0197,0.0191,
4335.25,-28,96.73,0.0109,-0.0395,0.0247,
4490.6,-29,96.96,0.0112,-0.0338,0.0274,
2534.48,-29,98.84,0.0139,-0.0341,0.0261,
5066.32,-31,96.15,0.0102,-0.0268,0.0241,
4009.09,-32,95.98,0.01,-0.0259,0.0214,
2648.3,-33,94.15,0.0081,-0.0165,0.0221,
5068.97,-35,93.36,0.0074,-0.014,0.0187,
2532.06,-32,92.5,0.0067,-0.0265,0.014,
3871.37,-36,91.1,0.0057,-0.014,0.016,
4145.17,-36,90.13,0.0051,-0.0161,0.0138,
3548.28,-38,90.3,0.0052,-0.0126,0.0105,
115.14,-38,88.85,0.0044,-0.0104,0.0127,
4562.07,-42,86.61,0.0034,-0.0069,0.008,
4145.17,-40,86.61,0.0034,-0.0099,0.0081,
2707.89,-42,86.35,0.0033,-0.0084,0.0083,
345.43,-42,84.92,0.0028,-0.0077,0.0078,
3006.82,-40,85.23,0.0029,-0.0081,0.0101,
4605.74,-34,88.85,0.0044,-0.0208,0.0156,
4720.89,-32,94.04,0.008,-0.0232,0.0247,
4055.17,-33,94.04,0.008,-0.02,0.0225,
4314.13,-32,94.26,0.0082,-0.0186,0.0255,
4749.23,-33,94.04,0.008,-0.0203,0.0225,
4260.31,-34,92.37,0.0066,-0.0208,0.0207,
4562.07,-36,91.1,0.0057,-0.0152,0.0129,
115.14,-36,91.25,0.0058,-0.016,0.0135,
4510.23,-34,94.97,0.0089,-0.0208,0.018,
4720.89,-32,95.71,0.0097,-0.0249,0.0249,
4055.17,-33,94.87,0.0088,-0.0224,0.0169,
3853.4,-31,95.26,0.0092,-0.0222,0.0284,
4108.7,-34,93.6,0.0076,-0.0211,0.0176,
5066.32,-33,94.04,0.008,-0.0206,0.023,
5011.36,-38,90.94,0.0056,-0.0123,0.0097,
4951.17,-35,91.25,0.0058,-0.0158,0.017,
4055.17,-42,86.86,0.0035,-0.0078,0.0075,
4836.03,-36,88.65,0.0043,-0.0166,0.011,
4510.23,-38,89.96,0.005,-0.0119,0.0109,
4126.32,-37,88.85,0.0044,-0.014,0.011,
4134.38,-39,89.42,0.0047,-0.008,0.0111,
4605.74,-38,86.61,0.0034,-0.0107,0.0131,
4836.03,-41,85.81,0.0031,-0.0072,0.0085,
4510.23,-43,84.92,0.0028,-0.0053,0.0069,
115.14,-41,86.35,0.0033,-0.0088,0.0074,
117.29,-42,85.81,0.0031,-0.0081,0.0073,
4605.74,-44,83.21,0.0023,-0.0062,0.0066,
506.9,-44,83.58,0.0024,-0.0045,0.0065,
115.14,-43,83.94,0.0025,-0.0068,0.0063,
115.14,-42,83.58,0.0024,-0.0057,0.0081,
115.14,-43,83.21,0.0023,-0.0054,0.0072,
115.14,-42,85.23,0.0029,-0.0058,0.0075,
501.14,-41,87.8,0.0039,-0.0054,0.0084,
115.14,-43,83.21,0.0023,-0.0062,0.0073,
460.57,-42,82.42,0.0021,-0.0056,0.0075,
115.14,-45,81.08,0.0018,-0.0054,0.0054,
506.9,-44,83.94,0.0025,-0.0061,0.0054,
4490.6,-24,97.64,0.0121,-0.0648,0.0626,
4510.23,-25,101.6,0.0191,-0.0568,0.0566,
4951.17,-26,100.22,0.0163,-0.0521,0.0455,
4562.07,-25,101.96,0.0199,-0.0404,0.0533,
4490.6,-25,101.37,0.0186,-0.0556,0.0543,
4055.17,-30,98.12,0.0128,-0.03,0.0286,
4836.03,-28,98.39,0.0132,-0.0347,0.0396,
4840.24,-28,99.9,0.0157,-0.0391,0.0349,
4720.89,-29,97.64,0.0121,-0.0352,0.0298,
2534.48,-33,95.26,0.0092,-0.0183,0.0215,
3799.74,-32,94.15,0.0081,-0.0257,0.0236,
4510.23,-33,96.07,0.0101,-0.0196,0.023,
4836.03,-33,93.0,0.0071,-0.0224,0.0205,
4055.17,-34,94.67,0.0086,-0.0195,0.021,
3392.31,-36,91.4,0.0059,-0.0157,0.0112,
3684.6,-32,93.0,0.0071,-0.0247,0.0223,
4593.75,-36,91.97,0.0063,-0.0153,0.0137,
4951.17,-36,90.13,0.0051,-0.0143,0.0155,
6332.9,-37,87.8,0.0039,-0.0105,0.0134,
4720.89,-37,89.78,0.0049,-0.0146,0.0132,
4510.23,-38,90.63,0.0054,-0.0106,0.0128,
4287.5,-41,86.86,0.0035,-0.0078,0.009,
4490.6,-39,87.8,0.0039,-0.0098,0.0109,
5296.61,-42,84.92,0.0028,-0.0081,0.0073,
115.14,-38,88.02,0.004,-0.0119,0.0098,
3507.95,-42,85.52,0.003,-0.0077,0.0073,
5642.04,-25,94.77,0.0087,-0.0582,0.0342,
2027.59,-28,98.9,0.014,-0.041,0.027,
4576.42,-24,102.51,0.0212,-0.0624,0.0633,
4712.05,-24,102.47,0.0211,-0.0598,0.0628,
4375.46,-25,102.98,0.0224,-0.0565,0.0529,
4562.07,-22,104.11,0.0255,-0.0552,0.0758,
4490.6,-25,99.84,0.0156,-0.0534,0.0527,
4562.07,-29,98.46,0.0133,-0.0252,0.0346,
4260.31,-27,98.71,0.0137,-0.0431,0.0386,
4009.09,-32,98.06,0.0127,-0.0253,0.0261,
4441.73,-30,98.39,0.0132,-0.0277,0.0326,
4529.91,-30,96.57,0.0107,-0.0324,0.027,
4490.6,-30,95.44,0.0094,-0.0316,0.0251,
4009.09,-34,92.1,0.0064,-0.02,0.0146,
4375.46,-33,93.36,0.0074,-0.0205,0.0215,
4562.07,-34,91.97,0.0063,-0.0199,0.0146,
4605.74,-35,91.83,0.0062,-0.0184,0.0178,
3548.28,-36,91.1,0.0057,-0.0099,0.0162,
3823.7,-37,90.63,0.0054,-0.0147,0.0132,
4735.57,-36,91.1,0.0057,-0.0147,0.0165,
115.14,-38,89.42,0.0047,-0.0116,0.0129,
4720.89,-36,90.13,0.0051,-0.0166,0.0118,
4009.09,-40,88.85,0.0044,-0.0095,0.0101,
4375.46,-36,89.23,0.0046,-0.0128,0.0151,
4055.17,-41,86.35,0.0033,-0.0069,0.0091,
214.08,-39,88.02,0.004,-0.0117,0.0101,
334.09,-41,84.92,0.0028,-0.0085,0.0073,
345.43,-40,86.35,0.0033,-0.0091,0.01,
4510.23,-40,87.11,0.0036,-0.0065,0.0097,
4260.31,-42,85.23,0.0029,-0.0082,0.0075,
4562.07,-45,83.58,0.0024,-0.0058,0.0046,
115.14,-42,83.94,0.0025,-0.0078,0.0058,
501.14,-44,83.58,0.0024,-0.0045,0.0063,
369.04,-45,82.42,0.0021,-0.0058,0.0039,
572.73,-45,82.42,0.0021,-0.0059,0.0049,
4260.31,-39,85.52,0.003,-0.0072,0.0115,
4562.07,-42,84.61,0.0027,-0.0055,0.008,
3006.82,-43,86.86,0.0035,-0.0073,0.0074,
460.57,-40,87.11,0.0036,-0.0103,0.0103,
3548.28,-40,87.58,0.0038,-0.0064,0.0095,
2746.15,-36,89.6,0.0048,-0.0133,0.0165,
2895.45,-38,89.96,0.005,-0.0109,0.0132,
3339.16,-34,92.5,0.0067,-0.0185,0.0203,
3041.38,-40,89.23,0.0046,-0.0087,0.0098,
3339.16,-37,89.04,0.0045,-0.0137,0.0108,
3548.28,-39,88.44,0.0042,-0.0085,0.0116,
4510.23,-40,87.8,0.0039,-0.009,0.0095,
4302.44,-41,85.23,0.0029,-0.0085,0.0071,
230.29,-41,86.35,0.0033,-0.009,0.009,
115.14,-40,84.92,0.0028,-0.01,0.0071,
115.14,-38,87.34,0.0037,-0.0081,0.0119,
1013.79,-44,84.61,0.0027,-0.0061,0.0062,
1815.88,-24,102.0,0.02,-0.0613,0.0625,
1346.56,-30,96.96,0.0112,-0.028,0.0321,
4836.03,-31,96.07,0.0101,-0.0275,0.0222,
4055.17,-29,99.67,0.0153,-0.0277,0.0374,
4030.03,-27,97.42,0.0118,-0.0387,0.0431,
5011.36,-31,97.56,0.012,-0.0288,0.0231,
4260.31,-29,98.12,0.0128,-0.0372,0.0313,
4562.07,-32,97.12,0.0114,-0.0246,0.0217,
4256.3,-33,93.93,0.0079,-0.023,0.0216,
4091.75,-33,93.36,0.0074,-0.0159,0.0212,
4260.31,-34,93.13,0.0072,-0.0205,0.0199,
4009.09,-38,90.46,0.0053,-0.0116,0.0124,
4145.17,-36,89.23,0.0046,-0.0111,0.0151,
5068.97,-37,89.78,0.0049,-0.0136,0.0102,
4260.31,-40,87.34,0.0037,-0.0104,0.0095,
4510.23,-41,87.34,0.0037,-0.009,0.006,
4260.31,-41,86.61,0.0034,-0.0094,0.0093,
5752.17,-42,88.02,0.004,-0.0067,0.0076,
4823.44,-42,88.44,0.0042,-0.0078,0.0079,
4145.17,-39,87.58,0.0038,-0.0095,0.0107,
4562.07,-42,85.52,0.003,-0.0082,0.0062,
4720.89,-41,85.81,0.0031,-0.0067,0.0087,
4720.89,-41,85.81,0.0031,-0.0094,0.0087,
4562.07,-42,86.08,0.0032,-0.0078,0.0049,
115.14,-42,85.23,0.0029,-0.008,0.0081,
4642.11,-43,84.61,0.0027,-0.0051,0.0068,
4267.74,-45,83.94,0.0025,-0.0057,0.0054,
115.14,-44,82.83,0.0022,-0.0057,0.0061,
3548.28,-44,82.83,0.0022,-0.0061,0.004,
115.14,-42,83.21,0.0023,-0.0084,0.0064,
115.14,-42,84.61,0.0027,-0.0076,0.0064,
506.9,-45,84.92,0.0028,-0.0055,0.0046,
115.14,-42,84.61,0.0027,-0.0079,0.007,
115.14,-43,83.94,0.0025,-0.0068,0.0073,
115.14,-44,83.21,0.0023,-0.0064,0.0066,
506.9,-47,81.08,0.0018,-0.0045,0.0028,
115.14,-44,82.83,0.0022,-0.0056,0.006,
1225.0,-49,82.0,0.002,-0.003,0.0038,
501.14,-46,80.59,0.0017,-0.0049,0.0024,
115.14,-43,83.94,0.0025,-0.007,0.0074,
630.0,-43,86.08,0.0032,-0.007,0.0072,
2533.16,-37,89.04,0.0045,-0.0117,0.0148,
2450.0,-40,90.13,0.0051,-0.0082,0.0097,
115.14,-37,89.42,0.0047,-0.0141,0.0115,
2533.16,-38,87.8,0.0039,-0.0127,0.0095,
2505.68,-43,86.35,0.0033,-0.006,0.0073,
3914.88,-40,86.61,0.0034,-0.0096,0.0103,
506.9,-44,84.28,0.0026,-0.0057,0.0061,
120.16,-38,87.34,0.0037,-0.0133,0.0091,
4375.46,-33,92.5,0.0067,-0.0221,0.0205,
4490.6,-33,93.48,0.0075,-0.0216,0.022,
115.14,-35,91.1,0.0057,-0.0123,0.0181,
324.26,-34,93.6,0.0076,-0.0122,0.0196,
132.04,-33,93.93,0.0079,-0.0217,0.013,
115.14,-35,92.88,0.007,-0.015,0.0178,
115.14,-28,94.87,0.0088,-0.0338,0.039,
4510.23,-32,96.24,0.0103,-0.0257,0.0239,
115.14,-31,95.26,0.0092,-0.028,0.0294,
4055.17,-34,94.87,0.0088,-0.0202,0.0142,
3112.94,-29,97.42,0.0118,-0.0296,0.0346,
3662.79,-30,97.12,0.0114,-0.0301,0.029,
4260.31,-27,97.71,0.0122,-0.0325,0.0441,
4562.07,-31,97.12,0.0114,-0.024,0.0298,
4375.46,-31,96.49,0.0106,-0.0296,0.0281,
2534.48,-36,93.6,0.0076,-0.0123,0.0165,
4605.74,-32,96.07,0.0101,-0.0248,0.0248,
4510.23,-34,92.88,0.007,-0.016,0.0203,
3258.62,-34,93.48,0.0075,-0.0208,0.0201,
3303.37,-32,92.5,0.0067,-0.0151,0.0249,
4490.6,-35,92.5,0.0067,-0.0184,0.0182,
5512.5,-37,90.79,0.0055,-0.011,0.0134,
3339.16,-36,90.63,0.0054,-0.0121,0.0164,
115.14,-35,89.6,0.0048,-0.0117,0.0177,
4279.75,-40,87.58,0.0038,-0.0098,0.0097,
115.14,-38,87.8,0.0039,-0.0125,0.01,
115.14,-40,86.61,0.0034,-0.0098,0.0089,
506.9,-44,85.52,0.003,-0.0065,0.0045,
163.33,-39,85.81,0.0031,-0.0052,0.0106,
220.5,-43,84.28,0.0026,-0.0073,0.0054,
1612.01,-32,92.63,0.0068,-0.0247,0.0239,
4836.03,-33,91.54,0.006,-0.0208,0.0214,
506.9,-39,90.94,0.0056,-0.0101,0.0112,
3224.02,-35,90.3,0.0052,-0.0172,0.0126,
5512.5,-36,91.54,0.006,-0.0116,0.0151,
4657.43,-37,90.13,0.0051,-0.0132,0.0142,
264.07,-39,88.44,0.0042,-0.01,0.0107,
4836.03,-38,87.58,0.0038,-0.0085,0.0132,
5575.86,-41,88.24,0.0041,-0.0091,0.0082,
4836.03,-42,85.81,0.0031,-0.008,0.0078,
115.14,-42,84.92,0.0028,-0.008,0.0071,
130.86,-39,86.86,0.0035,-0.0112,0.0064,
4278.36,-42,86.08,0.0032,-0.0059,0.0078,
806.01,-42,84.61,0.0027,-0.0077,0.0061,
506.9,-41,85.81,0.0031,-0.006,0.0085,
4375.46,-42,84.28,0.0026,-0.0081,0.0068,
230.29,-45,82.42,0.0021,-0.0059,0.0058,
501.14,-45,82.83,0.0022,-0.0045,0.0054,
441.0,-45,82.83,0.0022,-0.005,0.0054,
115.14,-42,83.94,0.0025,-0.0063,0.0079,
115.14,-41,83.94,0.0025,-0.0088,0.0056,
506.9,-45,83.21,0.0023,-0.0053,0.0058,
115.14,-42,84.61,0.0027,-0.0073,0.008,
4055.17,-40,89.42,0.0047,-0.0081,0.0095,
4200.0,-46,84.92,0.0028,-0.0045,0.0048,
4375.46,-38,88.44,0.0042,-0.0129,0.0109,
115.14,-40,86.86,0.0035,-0.0088,0.01,
4510.23,-40,87.34,0.0037,-0.0102,0.0085,
4145.17,-39,87.11,0.0036,-0.0109,0.0081,
506.9,-41,88.44,0.0042,-0.0094,0.0084,
115.14,-41,87.8,0.0039,-0.0091,0.0088,
4900.0,-43,85.52,0.003,-0.0073,0.0055,
5345.45,-41,89.96,0.005,-0.0085,0.0081,
4836.03,-36,90.3,0.0052,-0.0166,0.0143,
4510.23,-31,97.92,0.0125,-0.0276,0.0295,
4375.46,-29,97.42,0.0118,-0.0346,0.0311,
4562.07,-32,96.81,0.011,-0.0245,0.0232,
4490.6,-27,98.96,0.0141,-0.0402,0.0423,
4510.23,-31,98.9,0.014,-0.0273,0.0288,
4605.74,-30,96.81,0.011,-0.0333,0.0314,
4562.07,-32,96.32,0.0104,-0.0262,0.0233,
4375.46,-31,95.53,0.0095,-0.0294,0.0242,
4562.07,-33,96.15,0.0102,-0.0236,0.0194,
4375.46,-33,94.26,0.0082,-0.0187,0.0216,
4009.09,-33,93.6,0.0076,-0.0137,0.0231,
4260.31,-35,91.83,0.0062,-0.018,0.0174,
2534.48,-37,91.69,0.0061,-0.0147,0.0149,
2993.73,-36,92.37,0.0066,-0.0149,0.0152,
4009.09,-37,92.88,0.007,-0.0123,0.0142,
4009.09,-34,95.44,0.0094,-0.0189,0.0139,
4375.46,-34,91.69,0.0061,-0.0189,0.0158,
4083.33,-35,93.25,0.0073,-0.0127,0.0181,
4720.89,-34,92.76,0.0069,-0.0186,0.0189,
4562.07,-36,93.0,0.0071,-0.0147,0.0157,
4836.03,-34,91.4,0.0059,-0.02,0.0169,
4510.23,-37,90.79,0.0055,-0.0101,0.0135,
4260.31,-38,90.46,0.0053,-0.012,0.0121,
3041.38,-36,90.63,0.0054,-0.0164,0.0085,
4607.46,-38,91.1,0.0057,-0.012,0.0117,
4145.17,-37,91.1,0.0057,-0.0126,0.0139,
2100.0,-45,83.58,0.0024,-0.0055,0.0032,
4836.03,-38,89.04,0.0045,-0.0122,0.0116,
4562.07,-37,90.46,0.0053,-0.0137,0.0107,
4260.31,-38,89.42,0.0047,-0.0126,0.0112,
4055.17,-37,89.78,0.0049,-0.0091,0.0143,
4836.03,-36,88.65,0.0043,-0.0117,0.015,
4510.23,-36,91.54,0.006,-0.0161,0.0113,
4410.0,-38,88.44,0.0042,-0.0133,0.0061,
119.19,-39,88.24,0.0041,-0.0105,0.0116,
4836.03,-39,87.58,0.0038,-0.011,0.009,
4009.09,-41,85.52,0.003,-0.0074,0.0086,
4030.03,-35,87.8,0.0039,-0.01,0.0171,
3548.28,-39,86.61,0.0034,-0.0106,0.0067,
115.14,-38,87.58,0.0038,-0.0123,0.0095,
4936.57,-40,86.86,0.0035,-0.0083,0.0103,
4841.84,-39,86.61,0.0034,-0.0114,0.0091,
115.14,-39,86.35,0.0033,-0.011,0.0088,
3339.16,-35,89.6,0.0048,-0.0155,0.0169,
3507.95,-28,98.9,0.014,-0.0274,0.0396,
4836.03,-31,95.8,0.0098,-0.0282,0.0285,
3041.38,-31,96.07,0.0101,-0.0297,0.017,
4753.29,-29,94.67,0.0086,-0.0335,0.02,
4802.97,-30,96.65,0.0108,-0.0308,0.0326,
4605.74,-32,95.06,0.009,-0.0255,0.0235,
4510.23,-36,93.82,0.0078,-0.0139,0.0166,
4720.89,-33,94.57,0.0085,-0.0218,0.0222,
4562.07,-36,93.6,0.0076,-0.0151,0.0165,
4951.17,-33,93.25,0.0073,-0.0221,0.0177,
4510.23,-34,92.24,0.0065,-0.0188,0.0211,
4630.5,-35,91.25,0.0058,-0.0188,0.0171,
4573.33,-37,90.46,0.0053,-0.0148,0.0125,
460.57,-34,91.25,0.0058,-0.0206,0.0172,
4562.07,-39,89.6,0.0048,-0.0117,0.0082,
460.57,-36,91.4,0.0059,-0.0154,0.0154,
4510.23,-36,90.3,0.0052,-0.0085,0.0153,
460.57,-35,90.3,0.0052,-0.0174,0.0127,
506.9,-39,88.65,0.0043,-0.0115,0.007,
376.92,-36,90.13,0.0051,-0.0162,0.0156,
4837.97,-37,89.23,0.0046,-0.0139,0.0125,
115.14,-38,88.85,0.0044,-0.0097,0.0122,
506.9,-39,89.04,0.0045,-0.0117,0.0084,
4720.89,-39,88.02,0.004,-0.0116,0.011,
506.9,-42,87.11,0.0036,-0.0076,0.0072,
115.14,-38,88.65,0.0043,-0.0091,0.0119,
501.14,-42,88.02,0.004,-0.0082,0.0082,
4789.89,-41,87.58,0.0038,-0.0089,0.0088,
434.48,-38,88.65,0.0043,-0.0119,0.0107,
460.57,-40,87.11,0.0036,-0.0093,0.0104,
5011.36,-41,85.81,0.0031,-0.0091,0.0048,
230.29,-39,86.86,0.0035,-0.0119,0.0089,
460.57,-41,85.23,0.0029,-0.0093,0.0074,
506.9,-44,85.52,0.003,-0.006,0.0066,
146.51,-43,84.28,0.0026,-0.0067,0.0069,
518.82,-45,83.58,0.0024,-0.0048,0.0055,
4605.74,-42,84.28,0.0026,-0.0072,0.0076,
4720.89,-39,89.04,0.0045,-0.0117,0.0119,
4720.89,-35,90.63,0.0054,-0.015,0.0184,
4562.07,-35,92.37,0.0066,-0.0145,0.0172,
3961.08,-36,91.1,0.0057,-0.0167,0.0153,
5512.5,-34,92.63,0.0068,-0.0205,0.0166,
4951.17,-36,92.1,0.0064,-0.016,0.0149,
5512.5,-35,92.76,0.0069,-0.0168,0.0176,
4720.89,-34,91.83,0.0062,-0.0205,0.0194,
3548.28,-36,91.69,0.0061,-0.0113,0.0156,
4605.74,-33,91.4,0.0059,-0.0217,0.0162,
5011.36,-37,91.25,0.0058,-0.012,0.0139,
4926.7,-35,89.42,0.0047,-0.0128,0.017,
4490.6,-37,89.23,0.0046,-0.0114,0.0135,
4055.17,-40,88.85,0.0044,-0.0105,0.0082,
230.29,-39,87.11,0.0036,-0.0107,0.0093,
5011.36,-41,87.58,0.0038,-0.0082,0.0093,
230.29,-39,87.11,0.0036,-0.0097,0.0108,
1013.79,-40,88.65,0.0043,-0.0097,0.0092,
806.01,-40,87.58,0.0038,-0.0097,0.0099,
4900.0,-48,82.83,0.0022,-0.0028,0.0041,
4410.0,-39,88.85,0.0044,-0.0118,0.008,
806.01,-40,87.11,0.0036,-0.0092,0.0104,
4720.89,-40,88.02,0.004,-0.0099,0.0104,
506.9,-40,87.34,0.0037,-0.0085,0.0102,
4009.09,-41,87.58,0.0038,-0.0093,0.0088,
460.57,-38,87.11,0.0036,-0.0086,0.012,
3458.82,-43,85.81,0.0031,-0.0069,0.0047,
4900.0,-41,88.24,0.0041,-0.0093,0.0064,
4720.89,-39,86.86,0.0035,-0.0106,0.0094,
5011.36,-37,90.3,0.0052,-0.0139,0.0103,
4836.03,-32,91.83,0.0062,-0.0248,0.0159,
4055.17,-31,97.34,0.0117,-0.026,0.0267,
